Object Type,Package,Procedure,SQL Object Name,Target Table,Target Column,Source Table,Source Column,Transformation
Materialized View,,,DIM_GRP_BUSOBJ_AUDIT_R_MAX_RCV_MV_SSL,DIM_GRP_BUSOBJ_AUDIT_R_MAX_RCV_MV_SSL,received_date,DIM_GRP_BUSOBJ_AUDIT_R,d_received_date_r,MAX -> NVL
Materialized View,,,DIM_GRP_BUSOBJ_AUDIT_R_MAX_RCV_MV_SSL,DIM_GRP_BUSOBJ_AUDIT_R_MAX_RCV_MV_SSL,received_date,DIM_GRP_BUSOBJ_AUDIT_R,v_claim_number_r,MAX -> NVL -> TO_DATE -> SUBSTR
Materialized View,,,DIM_GRP_BUSOBJ_AUDIT_R_MAX_RCV_MV_SSL,DIM_GRP_BUSOBJ_AUDIT_R_MAX_RCV_MV_SSL,received_date,dim_grp_claim_detail_r,D_RECEIVED_DATE_R,Direct
Materialized View,,,DIM_GRP_BUSOBJ_AUDIT_R_MAX_RCV_MV_SSL,DIM_GRP_BUSOBJ_AUDIT_R_MAX_RCV_MV_SSL,v_claim_number_r,DIM_GRP_BUSOBJ_AUDIT_R,v_claim_number_r,Direct
Materialized View,,,DIM_GRP_BUSOBJ_AUDIT_R_MAX_RCV_MV_SSL,DIM_GRP_BUSOBJ_AUDIT_R_MAX_RCV_MV_SSL,v_claim_number_r,dim_grp_claim_dir_r,v_claim_number_r,Direct
Materialized View,,,DIM_GRP_CLAIM_DETAIL_R_MV,DIM_GRP_CLAIM_DETAIL_R_MV,n_claim_coverage_group_sk_r,dim_grp_claim_detail_r_vw_2,n_claim_coverage_group_sk_r,Direct
Materialized View,,,DIM_GRP_CLAIM_DETAIL_R_MV,DIM_GRP_CLAIM_DETAIL_R_MV,n_claim_coverage_sk_r,dim_grp_claim_detail_r_vw_2,n_claim_coverage_sk_r,Direct
Materialized View,,,DIM_GRP_CLAIM_DETAIL_R_MV,DIM_GRP_CLAIM_DETAIL_R_MV,n_claim_sk_r,dim_grp_claim_detail_r_vw_2,n_claim_sk_r,Direct
Materialized View,,,DIM_GRP_CLAIM_DETAIL_R_MV,DIM_GRP_CLAIM_DETAIL_R_MV,n_policy_sk_r,dim_grp_claim_detail_r_vw_2,n_policy_sk_r,Direct
Materialized View,,,DIM_GRP_CLAIM_DETAIL_R_MV,DIM_GRP_CLAIM_DETAIL_R_MV,t_event_timestamp_r_1,dim_grp_claim_detail_r_vw_2,t_event_timestamp_r_1,Direct
Materialized View,,,DIM_GRP_CLAIM_DETAIL_R_MV,DIM_GRP_CLAIM_DETAIL_R_MV,t_event_timestamp_r_2,dim_grp_claim_detail_r_vw_2,t_event_timestamp_r_2,Direct
Materialized View,,,DIM_GRP_CLAIM_DETAIL_R_MV,DIM_GRP_CLAIM_DETAIL_R_MV,v_claim_coverage_code_r,dim_grp_claim_detail_r_vw_2,v_claim_coverage_code_r,Direct
Materialized View,,,DIM_GRP_CLAIM_DETAIL_R_MV,DIM_GRP_CLAIM_DETAIL_R_MV,v_claim_identifier_r,dim_grp_claim_detail_r_vw_2,v_claim_identifier_r,Direct
Materialized View,,,DIM_GRP_CLAIM_DETAIL_R_MV,DIM_GRP_CLAIM_DETAIL_R_MV,v_claim_number_r,dim_grp_claim_detail_r_vw_2,v_claim_number_r,Direct
Materialized View,,,DIM_GRP_CLAIM_DETAIL_R_MV,DIM_GRP_CLAIM_DETAIL_R_MV,v_claim_status_reason_code_r,dim_grp_claim_detail_r_vw_2,v_claim_status_reason_code_r,Direct
Materialized View,,,DIM_GRP_CLAIM_DETAIL_R_MV,DIM_GRP_CLAIM_DETAIL_R_MV,v_policy_number_r,dim_grp_claim_detail_r_vw_2,v_policy_number_r,Direct
Materialized View,,,DIM_GRP_CLAIM_DETAIL_R_MV,DIM_GRP_CLAIM_DETAIL_R_MV,v_reason_code_r,dim_grp_claim_detail_r_vw_2,v_reason_code_r,Direct
Materialized View,,,DIM_GRP_CLAIM_DETAIL_R_MV,DIM_GRP_CLAIM_DETAIL_R_MV,v_reason_flag_r,dim_grp_claim_detail_r_vw_2,v_reason_flag_r,Direct
Materialized View,,,DIM_GRP_CLAIM_DETAIL_R_MV_SSL_INC,DIM_GRP_CLAIM_DETAIL_R_MV_SSL_INC,n_insrd_party_sk_r,dim_grp_claim_detail_r,n_insrd_party_sk_r,Direct
Materialized View,,,DIM_GRP_CLAIM_DETAIL_R_MV_SSL_INC,DIM_GRP_CLAIM_DETAIL_R_MV_SSL_INC,t_last_modified_date_r,dim_grp_claim_detail_r,t_last_modified_date_r,GREATEST -> COALESCE -> TO_DATE -> TO_CHAR -> MAX
Materialized View,,,DIM_GRP_CLAIM_DETAIL_R_MV_SSL_INC,DIM_GRP_CLAIM_DETAIL_R_MV_SSL_INC,v_privacy_indicator_r,dim_grp_claim_detail_r,v_privacy_indicator_r,Direct
Materialized View,,,DIM_GRP_CLAIM_POLICY_DETAIL_EMP_MV_SSL,DIM_GRP_CLAIM_POLICY_DETAIL_EMP_MV_SSL,n_claim_sk_r,DIM_GRP_CLAIM_DIR_R,n_claim_sk_r,Direct
Materialized View,,,DIM_GRP_CLAIM_POLICY_DETAIL_EMP_MV_SSL,DIM_GRP_CLAIM_POLICY_DETAIL_EMP_MV_SSL,n_cust_party_sk_r,FCT_GRP_POLICY_R_MV_SSL,n_cust_party_sk_r,NVL
Materialized View,,,DIM_GRP_CLAIM_POLICY_DETAIL_EMP_MV_SSL,DIM_GRP_CLAIM_POLICY_DETAIL_EMP_MV_SSL,n_employee_sk_r,dim_employee_r,n_employee_sk_r,NVL
Materialized View,,,DIM_GRP_CLAIM_POLICY_DETAIL_EMP_MV_SSL,DIM_GRP_CLAIM_POLICY_DETAIL_EMP_MV_SSL,n_insrd_party_sk_r,dim_grp_claim_detail_r,n_insrd_party_sk_r,NVL
Materialized View,,,DIM_GRP_CLAIM_POLICY_DETAIL_EMP_MV_SSL,DIM_GRP_CLAIM_POLICY_DETAIL_EMP_MV_SSL,n_policy_sk_r,dim_grp_policy_dir_r,n_policy_sk_r,NVL
Materialized View,,,DIM_GRP_CLAIM_POLICY_DETAIL_EMP_MV_SSL,DIM_GRP_CLAIM_POLICY_DETAIL_EMP_MV_SSL,v_rpt_active_status_r,DIM_GRP_CLAIM_DIR_R,v_active_status_r,Direct
Materialized View,,,DIM_GRP_CLAIM_PRODUCT_MV,DIM_GRP_CLAIM_PRODUCT_MV,n_product_sk_r,DIM_GRP_PRODUCT_R,N_PRODUCT_SK_R,NVL
Materialized View,,,DIM_GRP_CLAIM_PRODUCT_MV,DIM_GRP_CLAIM_PRODUCT_MV,rn,,,Constant / Expression
Materialized View,,,DIM_GRP_CLAIM_PRODUCT_MV,DIM_GRP_CLAIM_PRODUCT_MV,v_claim_identifier_r,DIM_GRP_CLAIM_COVERAGE_GROUP_R,v_claim_identifier_r,Direct
Materialized View,,,DIM_GRP_MEDICAL_DIAGNOSIS_R_MV_SSL,DIM_GRP_MEDICAL_DIAGNOSIS_R_MV_SSL,Primary_desc,dim_grp_medical_diagnosis_r,V_DIAG_CODE_DESC_R,LISTAGG -> case-when -> NVL
Materialized View,,,DIM_GRP_MEDICAL_DIAGNOSIS_R_MV_SSL,DIM_GRP_MEDICAL_DIAGNOSIS_R_MV_SSL,Primary_desc,dim_grp_medical_diagnosis_r,v_diagnosis_desc_r,LISTAGG -> case-when -> NVL
Materialized View,,,DIM_GRP_MEDICAL_DIAGNOSIS_R_MV_SSL,DIM_GRP_MEDICAL_DIAGNOSIS_R_MV_SSL,V_PRI_DIAG_CATEGORY_CODE_R,DIM_DIAGNOSIS_CODE_R,V_DIAG_CATEGORY_CODE_R,LISTAGG -> case-when
Materialized View,,,DIM_GRP_MEDICAL_DIAGNOSIS_R_MV_SSL,DIM_GRP_MEDICAL_DIAGNOSIS_R_MV_SSL,V_PRI_DIAG_CATEGORY_DESC_R,DIM_DIAGNOSIS_CATEGORY_R,V_DIAG_CATEGORY_DESC_R,LISTAGG -> case-when
Materialized View,,,DIM_GRP_MEDICAL_DIAGNOSIS_R_MV_SSL,DIM_GRP_MEDICAL_DIAGNOSIS_R_MV_SSL,add_diag_category_code,DIM_DIAGNOSIS_CODE_R,V_DIAG_CATEGORY_CODE_R,LISTAGG -> case-when
Materialized View,,,DIM_GRP_MEDICAL_DIAGNOSIS_R_MV_SSL,DIM_GRP_MEDICAL_DIAGNOSIS_R_MV_SSL,add_diag_category_desc,DIM_DIAGNOSIS_CATEGORY_R,V_DIAG_CATEGORY_DESC_R,LISTAGG -> case-when
Materialized View,,,DIM_GRP_MEDICAL_DIAGNOSIS_R_MV_SSL,DIM_GRP_MEDICAL_DIAGNOSIS_R_MV_SSL,additional_desc,dim_grp_medical_diagnosis_r,V_DIAG_CODE_DESC_R,LISTAGG -> case-when -> NVL
Materialized View,,,DIM_GRP_MEDICAL_DIAGNOSIS_R_MV_SSL,DIM_GRP_MEDICAL_DIAGNOSIS_R_MV_SSL,additional_desc,dim_grp_medical_diagnosis_r,v_diagnosis_desc_r,LISTAGG -> case-when -> NVL
Materialized View,,,DIM_GRP_MEDICAL_DIAGNOSIS_R_MV_SSL,DIM_GRP_MEDICAL_DIAGNOSIS_R_MV_SSL,additional_diag_code,dim_grp_medical_diagnosis_r,V_DIAGNOSIS_CODE_R,LISTAGG -> case-when
Materialized View,,,DIM_GRP_MEDICAL_DIAGNOSIS_R_MV_SSL,DIM_GRP_MEDICAL_DIAGNOSIS_R_MV_SSL,diagnosis_type_code,dim_grp_medical_diagnosis_r,N_DIAGNOSIS_TYPE_CODE_R,MAX -> case-when
Materialized View,,,DIM_GRP_MEDICAL_DIAGNOSIS_R_MV_SSL,DIM_GRP_MEDICAL_DIAGNOSIS_R_MV_SSL,n_claim_sk_r,dim_grp_medical_diagnosis_r,n_claim_sk_r,Direct
Materialized View,,,DIM_GRP_MEDICAL_DIAGNOSIS_R_MV_SSL,DIM_GRP_MEDICAL_DIAGNOSIS_R_MV_SSL,primary_diag_code,dim_grp_medical_diagnosis_r,V_DIAGNOSIS_CODE_R,LISTAGG -> case-when
Materialized View,,,FCT_BENEFIT_PAYMENT_R_CLAIM_ACHIND_MV_SSL,FCT_BENEFIT_PAYMENT_R_CLAIM_ACHIND_MV_SSL,ACH_INDICATOR,,,Constant / Expression
Materialized View,,,FCT_BENEFIT_PAYMENT_R_CLAIM_ACHIND_MV_SSL,FCT_BENEFIT_PAYMENT_R_CLAIM_ACHIND_MV_SSL,n_claim_sk_r,FCT_BENEFIT_PAYMENT_R,n_claim_sk_r,Direct
Materialized View,,,FCT_CLAIM_NOTE_R_DUR_MV_SSL,FCT_CLAIM_NOTE_R_DUR_MV_SSL,D_CREATED_DATE_R,FCT_GRP_CLAIM_NOTE_R,D_CREATED_DATE_R,MAX
Materialized View,,,FCT_CLAIM_NOTE_R_DUR_MV_SSL,FCT_CLAIM_NOTE_R_DUR_MV_SSL,N_CLAIM_SK_R,FCT_GRP_CLAIM_NOTE_R,N_CLAIM_SK_R,Direct
Materialized View,,,FCT_CLAIM_NOTE_R_DUR_MV_SSL,FCT_CLAIM_NOTE_R_DUR_MV_SSL,V_MED_NOTE_DATA_R,FCT_GRP_CLAIM_NOTE_R,v_note_data_r,TO_CHAR -> SUBSTR
Materialized View,,,FCT_CLAIM_NOTE_R_DUR_MV_SSL,FCT_CLAIM_NOTE_R_DUR_MV_SSL,V_NOTE_CONTENT_R,FCT_GRP_CLAIM_NOTE_R,V_NOTE_CONTENT_R,Direct
Materialized View,,,FCT_CLAIM_NOTE_R_DUR_MV_SSL,FCT_CLAIM_NOTE_R_DUR_MV_SSL,dupremov,,,Constant / Expression
Materialized View,,,FCT_CLAIM_NOTE_R_MGMNT_MV_SSL,FCT_CLAIM_NOTE_R_MGMNT_MV_SSL,D_CREATED_DATE_R,FCT_GRP_CLAIM_NOTE_R,D_CREATED_DATE_R,MAX
Materialized View,,,FCT_CLAIM_NOTE_R_MGMNT_MV_SSL,FCT_CLAIM_NOTE_R_MGMNT_MV_SSL,N_CLAIM_SK_R,FCT_GRP_CLAIM_NOTE_R,N_CLAIM_SK_R,Direct
Materialized View,,,FCT_CLAIM_NOTE_R_MGMNT_MV_SSL,FCT_CLAIM_NOTE_R_MGMNT_MV_SSL,V_MGT_NOTE_DATA_R,FCT_GRP_CLAIM_NOTE_R,v_note_data_r,TO_CHAR -> SUBSTR
Materialized View,,,FCT_CLAIM_NOTE_R_MGMNT_MV_SSL,FCT_CLAIM_NOTE_R_MGMNT_MV_SSL,V_NOTE_CONTENT_R,FCT_GRP_CLAIM_NOTE_R,V_NOTE_CONTENT_R,Direct
Materialized View,,,FCT_CLAIM_NOTE_R_MGMNT_MV_SSL,FCT_CLAIM_NOTE_R_MGMNT_MV_SSL,dupremov,,,Constant / Expression
Materialized View,,,FCT_CLAIM_PAYMENT_DETAIL_R_MV2,FCT_CLAIM_PAYMENT_DETAIL_R_MV2,D_PAID_DATE_R,FCT_CLAIM_PAYMENT_DETAIL_R,D_PAID_DATE_R,MAX
Materialized View,,,FCT_CLAIM_PAYMENT_DETAIL_R_MV2,FCT_CLAIM_PAYMENT_DETAIL_R_MV2,n_claim_sk_r,FCT_CLAIM_PAYMENT_DETAIL_R,n_claim_sk_r,Direct
Materialized View,,,FCT_CLAIM_PAYMENT_DETAIL_R_MV2,FCT_CLAIM_PAYMENT_DETAIL_R_MV2,v_claim_identifier_r,dim_grp_claim_coverage_group_r,v_claim_identifier_r,Direct
Materialized View,,,FCT_CLAIM_PAYMENT_DETAIL_R_MV2,FCT_CLAIM_PAYMENT_DETAIL_R_MV2,v_claim_identifier_r,dim_grp_claim_dir_r,V_CLAIM_NUMBER_R,Direct
Materialized View,,,FCT_CLAIM_PAYMENT_DETAIL_R_MV3,FCT_CLAIM_PAYMENT_DETAIL_R_MV3,d_service_period_from_r,FCT_CLAIM_PAYMENT_DETAIL_R,d_paid_date_r,Direct
Materialized View,,,FCT_CLAIM_PAYMENT_DETAIL_R_MV3,FCT_CLAIM_PAYMENT_DETAIL_R_MV3,n_fiscal_month_r,FCT_CLAIM_PAYMENT_DETAIL_R,n_fiscal_month_r,Direct
Materialized View,,,FCT_CLAIM_PAYMENT_DETAIL_R_MV3,FCT_CLAIM_PAYMENT_DETAIL_R_MV3,n_fiscal_year_r,FCT_CLAIM_PAYMENT_DETAIL_R,n_fiscal_year_r,Direct
Materialized View,,,FCT_CLAIM_PAYMENT_DETAIL_R_MV3,FCT_CLAIM_PAYMENT_DETAIL_R_MV3,n_paid_amount_r,FCT_CLAIM_PAYMENT_DETAIL_R,n_paid_amount_r,SUM
Materialized View,,,FCT_CLAIM_PAYMENT_DETAIL_R_MV3,FCT_CLAIM_PAYMENT_DETAIL_R_MV3,n_paid_claim_benefits_r,FCT_CLAIM_PAYMENT_DETAIL_R,n_paid_claim_benefits_r,SUM
Materialized View,,,FCT_CLAIM_PAYMENT_DETAIL_R_MV3,FCT_CLAIM_PAYMENT_DETAIL_R_MV3,v_benefit_code_r,FCT_CLAIM_PAYMENT_DETAIL_R,v_benefit_code_r,Direct
Materialized View,,,FCT_CLAIM_PAYMENT_DETAIL_R_MV3,FCT_CLAIM_PAYMENT_DETAIL_R_MV3,v_benefit_group_r,FCT_CLAIM_PAYMENT_DETAIL_R,v_benefit_group_r,Direct
Materialized View,,,FCT_CLAIM_PAYMENT_DETAIL_R_MV3,FCT_CLAIM_PAYMENT_DETAIL_R_MV3,v_check_number_r,FCT_CLAIM_PAYMENT_DETAIL_R,v_check_number_r,Direct
Materialized View,,,FCT_CLAIM_PAYMENT_DETAIL_R_MV3,FCT_CLAIM_PAYMENT_DETAIL_R_MV3,v_claim_identifier_r,FCT_CLAIM_PAYMENT_DETAIL_R,v_claim_number_r,case-when -> UPPER -> TRIM
Materialized View,,,FCT_CLAIM_PAYMENT_DETAIL_R_MV3,FCT_CLAIM_PAYMENT_DETAIL_R_MV3,v_claim_identifier_r,FCT_CLAIM_PAYMENT_DETAIL_R,v_cov_group_id_r,case-when -> UPPER -> TRIM -> LPAD
Materialized View,,,FCT_CLAIM_PAYMENT_DETAIL_R_MV3,FCT_CLAIM_PAYMENT_DETAIL_R_MV3,v_claim_number_r,FCT_CLAIM_PAYMENT_DETAIL_R,v_claim_number_r,UPPER -> TRIM
Materialized View,,,FCT_CLAIM_PAYMENT_DETAIL_R_MV3,FCT_CLAIM_PAYMENT_DETAIL_R_MV3,v_payment_status_r,FCT_CLAIM_PAYMENT_DETAIL_R,v_payment_status_r,Direct
Materialized View,,,FCT_CLAIM_PAYMENT_DETAIL_R_MV3,FCT_CLAIM_PAYMENT_DETAIL_R_MV3,v_record_type_r,FCT_CLAIM_PAYMENT_DETAIL_R,v_record_type_r,Direct
Materialized View,,,FCT_CLAIM_PAYMENT_DETAIL_R_MV_SSL,FCT_CLAIM_PAYMENT_DETAIL_R_MV_SSL,D_CHECK_DATE_R,fct_claim_payment_detail_r,D_CHECK_DATE_R,Direct
Materialized View,,,FCT_CLAIM_PAYMENT_DETAIL_R_MV_SSL,FCT_CLAIM_PAYMENT_DETAIL_R_MV_SSL,D_PAID_DATE_R,fct_claim_payment_detail_r,D_PAID_DATE_R,Direct
Materialized View,,,FCT_CLAIM_PAYMENT_DETAIL_R_MV_SSL,FCT_CLAIM_PAYMENT_DETAIL_R_MV_SSL,D_SERVICE_PERIOD_FROM_R,fct_claim_payment_detail_r,D_SERVICE_PERIOD_FROM_R,Direct
Materialized View,,,FCT_CLAIM_PAYMENT_DETAIL_R_MV_SSL,FCT_CLAIM_PAYMENT_DETAIL_R_MV_SSL,D_SERVICE_PERIOD_TO_R,fct_claim_payment_detail_r,D_SERVICE_PERIOD_TO_R,Direct
Materialized View,,,FCT_CLAIM_PAYMENT_DETAIL_R_MV_SSL,FCT_CLAIM_PAYMENT_DETAIL_R_MV_SSL,FIC_MIS_DATE_R,fct_claim_payment_detail_r,FIC_MIS_DATE_R,Direct
Materialized View,,,FCT_CLAIM_PAYMENT_DETAIL_R_MV_SSL,FCT_CLAIM_PAYMENT_DETAIL_R_MV_SSL,N_ADJ_GROSS_BENEFIT_R,fct_claim_payment_detail_r,N_ADJ_GROSS_BENEFIT_R,Direct
Materialized View,,,FCT_CLAIM_PAYMENT_DETAIL_R_MV_SSL,FCT_CLAIM_PAYMENT_DETAIL_R_MV_SSL,N_BATCH_ID_R,fct_claim_payment_detail_r,N_BATCH_ID_R,Direct
Materialized View,,,FCT_CLAIM_PAYMENT_DETAIL_R_MV_SSL,FCT_CLAIM_PAYMENT_DETAIL_R_MV_SSL,N_CLAIM_COVERAGE_GROUP_SK_R,fct_claim_payment_detail_r,N_CLAIM_COVERAGE_GROUP_SK_R,Direct
Materialized View,,,FCT_CLAIM_PAYMENT_DETAIL_R_MV_SSL,FCT_CLAIM_PAYMENT_DETAIL_R_MV_SSL,N_CLAIM_COVERAGE_SK_R,fct_claim_payment_detail_r,N_CLAIM_COVERAGE_SK_R,Direct
Materialized View,,,FCT_CLAIM_PAYMENT_DETAIL_R_MV_SSL,FCT_CLAIM_PAYMENT_DETAIL_R_MV_SSL,N_CLAIM_SK_R,fct_claim_payment_detail_r,N_CLAIM_SK_R,Direct
Materialized View,,,FCT_CLAIM_PAYMENT_DETAIL_R_MV_SSL,FCT_CLAIM_PAYMENT_DETAIL_R_MV_SSL,N_EMPLOYEE_MED_WITHHELD_AMT_R,fct_claim_payment_detail_r,N_EMPLOYEE_MED_WITHHELD_AMT_R,Direct
Materialized View,,,FCT_CLAIM_PAYMENT_DETAIL_R_MV_SSL,FCT_CLAIM_PAYMENT_DETAIL_R_MV_SSL,N_EMPLOYEE_SS_WITHHELD_AMT_R,fct_claim_payment_detail_r,N_EMPLOYEE_SS_WITHHELD_AMT_R,Direct
Materialized View,,,FCT_CLAIM_PAYMENT_DETAIL_R_MV_SSL,FCT_CLAIM_PAYMENT_DETAIL_R_MV_SSL,N_EMPLOYER_MED_WITHHELD_AMT_R,fct_claim_payment_detail_r,N_EMPLOYER_MED_WITHHELD_AMT_R,Direct
Materialized View,,,FCT_CLAIM_PAYMENT_DETAIL_R_MV_SSL,FCT_CLAIM_PAYMENT_DETAIL_R_MV_SSL,N_EMPLOYER_SS_WITHHELD_AMT_R,fct_claim_payment_detail_r,N_EMPLOYER_SS_WITHHELD_AMT_R,Direct
Materialized View,,,FCT_CLAIM_PAYMENT_DETAIL_R_MV_SSL,FCT_CLAIM_PAYMENT_DETAIL_R_MV_SSL,N_FEDERAL_TAX_WITHHELD_AMT_R,fct_claim_payment_detail_r,N_FEDERAL_TAX_WITHHELD_AMT_R,Direct
Materialized View,,,FCT_CLAIM_PAYMENT_DETAIL_R_MV_SSL,FCT_CLAIM_PAYMENT_DETAIL_R_MV_SSL,N_GROSS_AMOUNT_R,fct_claim_payment_detail_r,N_GROSS_AMOUNT_R,Direct
Materialized View,,,FCT_CLAIM_PAYMENT_DETAIL_R_MV_SSL,FCT_CLAIM_PAYMENT_DETAIL_R_MV_SSL,N_GROSS_WAGE_BASE_R,fct_claim_payment_detail_r,N_GROSS_WAGE_BASE_R,Direct
Materialized View,,,FCT_CLAIM_PAYMENT_DETAIL_R_MV_SSL,FCT_CLAIM_PAYMENT_DETAIL_R_MV_SSL,N_GROUP_SEQ_R,fct_claim_payment_detail_r,N_GROUP_SEQ_R,Direct
Materialized View,,,FCT_CLAIM_PAYMENT_DETAIL_R_MV_SSL,FCT_CLAIM_PAYMENT_DETAIL_R_MV_SSL,N_LEGAL_EXPENSE_DIRECT_AMT_R,fct_claim_payment_detail_r,N_LEGAL_EXPENSE_DIRECT_AMT_R,Direct
Materialized View,,,FCT_CLAIM_PAYMENT_DETAIL_R_MV_SSL,FCT_CLAIM_PAYMENT_DETAIL_R_MV_SSL,N_LOAD_RUN_ID_R,fct_claim_payment_detail_r,N_LOAD_RUN_ID_R,Direct
Materialized View,,,FCT_CLAIM_PAYMENT_DETAIL_R_MV_SSL,FCT_CLAIM_PAYMENT_DETAIL_R_MV_SSL,N_MED_WAGE_BASE_R,fct_claim_payment_detail_r,N_MED_WAGE_BASE_R,Direct
Materialized View,,,FCT_CLAIM_PAYMENT_DETAIL_R_MV_SSL,FCT_CLAIM_PAYMENT_DETAIL_R_MV_SSL,N_MODAL_AMOUNT_R,fct_claim_payment_detail_r,N_MODAL_AMOUNT_R,Direct
Materialized View,,,FCT_CLAIM_PAYMENT_DETAIL_R_MV_SSL,FCT_CLAIM_PAYMENT_DETAIL_R_MV_SSL,N_OTHER_EXPENSE_DIRECT_AMT_R,fct_claim_payment_detail_r,N_OTHER_EXPENSE_DIRECT_AMT_R,Direct
Materialized View,,,FCT_CLAIM_PAYMENT_DETAIL_R_MV_SSL,FCT_CLAIM_PAYMENT_DETAIL_R_MV_SSL,N_PAID_AMOUNT_R,fct_claim_payment_detail_r,N_PAID_AMOUNT_R,Direct
Materialized View,,,FCT_CLAIM_PAYMENT_DETAIL_R_MV_SSL,FCT_CLAIM_PAYMENT_DETAIL_R_MV_SSL,N_PAID_CLAIM_BENEFITS_R,fct_claim_payment_detail_r,N_PAID_CLAIM_BENEFITS_R,Direct
Materialized View,,,FCT_CLAIM_PAYMENT_DETAIL_R_MV_SSL,FCT_CLAIM_PAYMENT_DETAIL_R_MV_SSL,N_PARENT_OBJECTNUM_R,fct_claim_payment_detail_r,N_PARENT_OBJECTNUM_R,Direct
Materialized View,,,FCT_CLAIM_PAYMENT_DETAIL_R_MV_SSL,FCT_CLAIM_PAYMENT_DETAIL_R_MV_SSL,N_PAYEE_PARTY_SK_R,fct_claim_payment_detail_r,N_PARTY_SK_R,Direct
Materialized View,,,FCT_CLAIM_PAYMENT_DETAIL_R_MV_SSL,FCT_CLAIM_PAYMENT_DETAIL_R_MV_SSL,N_PAY_AMOUNT_R,fct_claim_payment_detail_r,N_PAY_AMOUNT_R,Direct
Materialized View,,,FCT_CLAIM_PAYMENT_DETAIL_R_MV_SSL,FCT_CLAIM_PAYMENT_DETAIL_R_MV_SSL,N_PRIMARY_PAYEE_R,fct_claim_payment_detail_r,N_PRIMARY_PAYEE_R,Direct
Materialized View,,,FCT_CLAIM_PAYMENT_DETAIL_R_MV_SSL,FCT_CLAIM_PAYMENT_DETAIL_R_MV_SSL,N_PRIMARY_REINSURER_REINSURANCE_PCT_R,fct_claim_payment_detail_r,N_PRIMARY_REINSURER_REINSURANCE_PCT_R,Direct
Materialized View,,,FCT_CLAIM_PAYMENT_DETAIL_R_MV_SSL,FCT_CLAIM_PAYMENT_DETAIL_R_MV_SSL,N_PRIMARY_REINSURER_REINS_SHARE_PCT_R,fct_claim_payment_detail_r,N_PRIMARY_REINSURER_REINS_SHARE_PCT_R,Direct
Materialized View,,,FCT_CLAIM_PAYMENT_DETAIL_R_MV_SSL,FCT_CLAIM_PAYMENT_DETAIL_R_MV_SSL,N_SECONDARY_REINSURER_REINSURANCE_PCT_R,fct_claim_payment_detail_r,N_SECONDARY_REINSURER_REINSURANCE_PCT_R,Direct
Materialized View,,,FCT_CLAIM_PAYMENT_DETAIL_R_MV_SSL,FCT_CLAIM_PAYMENT_DETAIL_R_MV_SSL,N_SECONDARY_REINSURER_REINS_SHARE_PCT_R,fct_claim_payment_detail_r,N_SECONDARY_REINSURER_REINS_SHARE_PCT_R,Direct
Materialized View,,,FCT_CLAIM_PAYMENT_DETAIL_R_MV_SSL,FCT_CLAIM_PAYMENT_DETAIL_R_MV_SSL,N_SEQUENCE_NUMBER_R,fct_claim_payment_detail_r,N_SEQUENCE_NUMBER_R,Direct
Materialized View,,,FCT_CLAIM_PAYMENT_DETAIL_R_MV_SSL,FCT_CLAIM_PAYMENT_DETAIL_R_MV_SSL,N_SEQ_R,fct_claim_payment_detail_r,N_SEQ_R,Direct
Materialized View,,,FCT_CLAIM_PAYMENT_DETAIL_R_MV_SSL,FCT_CLAIM_PAYMENT_DETAIL_R_MV_SSL,N_SOURCE_SYSTEM_KEY_R,fct_claim_payment_detail_r,N_SOURCE_SYSTEM_KEY_R,Direct
Materialized View,,,FCT_CLAIM_PAYMENT_DETAIL_R_MV_SSL,FCT_CLAIM_PAYMENT_DETAIL_R_MV_SSL,N_SOURCE_VERSION_SEQ_NUMBER_R,fct_claim_payment_detail_r,N_SOURCE_VERSION_SEQ_NUMBER_R,Direct
Materialized View,,,FCT_CLAIM_PAYMENT_DETAIL_R_MV_SSL,FCT_CLAIM_PAYMENT_DETAIL_R_MV_SSL,N_SS_WAGE_BASE_R,fct_claim_payment_detail_r,N_SS_WAGE_BASE_R,Direct
Materialized View,,,FCT_CLAIM_PAYMENT_DETAIL_R_MV_SSL,FCT_CLAIM_PAYMENT_DETAIL_R_MV_SSL,N_STATE_TAX_WITHHELD_AMT_R,fct_claim_payment_detail_r,N_STATE_TAX_WITHHELD_AMT_R,Direct
Materialized View,,,FCT_CLAIM_PAYMENT_DETAIL_R_MV_SSL,FCT_CLAIM_PAYMENT_DETAIL_R_MV_SSL,N_TAXABLE_BENEFIT_AMT_R,fct_claim_payment_detail_r,N_TAXABLE_BENEFIT_AMT_R,Direct
Materialized View,,,FCT_CLAIM_PAYMENT_DETAIL_R_MV_SSL,FCT_CLAIM_PAYMENT_DETAIL_R_MV_SSL,N_TAXABLE_PERCENT_R,fct_claim_payment_detail_r,N_TAXABLE_PERCENT_R,Direct
Materialized View,,,FCT_CLAIM_PAYMENT_DETAIL_R_MV_SSL,FCT_CLAIM_PAYMENT_DETAIL_R_MV_SSL,N_TERNARY_REINSURER_REINSURANCE_PCT_R,fct_claim_payment_detail_r,N_TERNARY_REINSURER_REINSURANCE_PCT_R,Direct
